srxAccession,cluster,nClusterCells,studyAccession,diseaseArea,diseased,nCells,proportion
SRX8372494,9,1,PRJNA634159,Lung Cancer,True,35,0.02857142857142857
SRX8372495,0,1,PRJNA634159,Lung Cancer,True,64,0.015625
SRX8372495,1,23,PRJNA634159,Lung Cancer,True,64,0.359375
SRX8372495,14,5,PRJNA634159,Lung Cancer,True,64,0.078125
SRX8372495,21,5,PRJNA634159,Lung Cancer,True,64,0.078125
SRX8372495,24,1,PRJNA634159,Lung Cancer,True,64,0.015625
SRX8372495,26,3,PRJNA634159,Lung Cancer,True,64,0.046875
SRX8372495,34,1,PRJNA634159,Lung Cancer,True,64,0.015625
SRX8372495,4,4,PRJNA634159,Lung Cancer,True,64,0.0625
SRX8372495,5,6,PRJNA634159,Lung Cancer,True,64,0.09375
SRX8372495,6,9,PRJNA634159,Lung Cancer,True,64,0.140625
SRX8372495,60,4,PRJNA634159,Lung Cancer,True,64,0.0625
SRX8372495,8,1,PRJNA634159,Lung Cancer,True,64,0.015625
SRX8372495,9,1,PRJNA634159,Lung Cancer,True,64,0.015625
SRX8372496,0,94,PRJNA634159,Lung Cancer,True,234,0.4017094017094017
SRX8372496,1,30,PRJNA634159,Lung Cancer,True,234,0.1282051282051282
SRX8372496,13,43,PRJNA634159,Lung Cancer,True,234,0.18376068376068377
SRX8372496,14,3,PRJNA634159,Lung Cancer,True,234,0.01282051282051282
SRX8372496,24,4,PRJNA634159,Lung Cancer,True,234,0.017094017094017096
SRX8372496,26,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,3,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,34,7,PRJNA634159,Lung Cancer,True,234,0.029914529914529916
SRX8372496,36,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,39,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,4,6,PRJNA634159,Lung Cancer,True,234,0.02564102564102564
SRX8372496,43,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,44,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,5,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,6,10,PRJNA634159,Lung Cancer,True,234,0.042735042735042736
SRX8372496,60,10,PRJNA634159,Lung Cancer,True,234,0.042735042735042736
SRX8372496,8,1,PRJNA634159,Lung Cancer,True,234,0.004273504273504274
SRX8372496,9,19,PRJNA634159,Lung Cancer,True,234,0.0811965811965812
SRX8953166,0,3,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.058823529411764705
SRX8953166,1,2,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.0392156862745098
SRX8953166,13,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.0196078431372549
SRX8953166,14,4,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.0784313725490196
SRX8953166,24,3,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.058823529411764705
SRX8953166,26,9,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.17647058823529413
SRX8953166,34,4,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.0784313725490196
SRX8953166,36,5,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.09803921568627451
SRX8953166,4,3,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.058823529411764705
SRX8953166,5,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.0196078431372549
SRX8953166,6,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.0196078431372549
SRX8953166,60,3,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.058823529411764705
SRX8953166,8,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.0196078431372549
SRX8953166,9,11,PRJNA657422,IPF / Pulmonary Fibrosis,True,51,0.21568627450980393
SRX8953167,0,2,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.04
SRX8953167,1,11,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.22
SRX8953167,13,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.02
SRX8953167,14,2,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.04
SRX8953167,21,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.02
SRX8953167,24,3,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.06
SRX8953167,26,10,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.2
SRX8953167,36,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.02
SRX8953167,4,2,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.04
SRX8953167,5,7,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.14
SRX8953167,59,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.02
SRX8953167,8,1,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.02
SRX8953167,9,8,PRJNA657422,IPF / Pulmonary Fibrosis,True,50,0.16
SRX9058141,26,7,PRJNA661032,COVID-19 / SARS-CoV-2,True,37,0.1891891891891892
SRX9058141,34,30,PRJNA661032,COVID-19 / SARS-CoV-2,True,37,0.8108108108108109
SRX9058149,24,1,PRJNA661032,COVID-19 / SARS-CoV-2,True,43,0.023255813953488372
SRX9058149,26,5,PRJNA661032,COVID-19 / SARS-CoV-2,True,43,0.11627906976744186
SRX9058149,34,11,PRJNA661032,COVID-19 / SARS-CoV-2,True,43,0.2558139534883721
SRX9058149,4,1,PRJNA661032,COVID-19 / SARS-CoV-2,True,43,0.023255813953488372
SRX9058149,49,20,PRJNA661032,COVID-19 / SARS-CoV-2,True,43,0.46511627906976744
SRX9058149,5,4,PRJNA661032,COVID-19 / SARS-CoV-2,True,43,0.09302325581395349
SRX9058149,9,1,PRJNA661032,COVID-19 / SARS-CoV-2,True,43,0.023255813953488372
SRX9058150,1,1,PRJNA661032,COVID-19 / SARS-CoV-2,True,24,0.041666666666666664
SRX9058150,26,7,PRJNA661032,COVID-19 / SARS-CoV-2,True,24,0.2916666666666667
SRX9058150,34,10,PRJNA661032,COVID-19 / SARS-CoV-2,True,24,0.4166666666666667
SRX9058150,49,5,PRJNA661032,COVID-19 / SARS-CoV-2,True,24,0.20833333333333334
